Timestamp,cpu_usage,rolling_mean,rolling_std,rolling_min,rolling_max,delta,label
2025-12-26 16:41:56.128061,4.5,4.7299999999999995,2.200530239131772,0.8,8.2,3.7,0
2025-12-26 16:41:57.128949,3.5,4.8,2.1426878239984264,0.8,8.2,-1.0,0
2025-12-26 16:41:58.129446,4.0,4.79,2.1465476157464263,0.8,8.2,0.5,0
2025-12-26 16:41:59.129917,1.5,4.22,2.191802910847597,0.8,8.2,-2.5,0
2025-12-26 16:42:00.130299,1.5,4.069999999999999,2.3314516222016413,0.8,8.2,0.0,0
2025-12-26 16:42:01.130632,1.3,3.65,2.4217762076624663,0.8,8.2,-0.19999999999999996,1
2025-12-26 16:42:02.131000,3.2,3.15,1.819187852983974,0.8,6.2,1.9000000000000001,0
2025-12-26 16:42:03.131892,0.8,2.61,1.6017004852482373,0.8,5.0,-2.4000000000000004,1
2025-12-26 16:42:04.132562,1.2,2.2299999999999995,1.411106736651135,0.8,4.5,0.3999999999999999,1
2025-12-26 16:42:05.134241,1.6,2.3099999999999996,1.3420134127496617,0.8,4.5,0.40000000000000013,0
2025-12-26 16:42:06.135559,2.5,2.1100000000000003,1.1080012033687778,0.8,4.0,0.8999999999999999,0
2025-12-26 16:42:07.136407,1.6,1.9200000000000004,1.000888494177933,0.8,4.0,-0.8999999999999999,0
2025-12-26 16:42:08.136950,1.7,1.69,0.6838615844355188,0.8,3.2,0.09999999999999987,0
2025-12-26 16:42:09.137159,2.4,1.78,0.7146094504459471,0.8,3.2,0.7,0
2025-12-26 16:42:10.137430,14.9,3.12,4.199153353818944,0.8,14.9,12.5,1
2025-12-26 16:42:11.138175,4.9,3.4799999999999995,4.180058479123095,0.8,14.9,-10.0,0
2025-12-26 16:42:12.138733,10.6,4.220000000000001,4.742198271313046,0.8,14.9,5.699999999999999,1
2025-12-26 16:42:13.139161,9.3,5.07,4.822182539519263,1.2,14.9,-1.299999999999999,0
2025-12-26 16:42:14.139537,5.0,5.45,4.629194794393993,1.6,14.9,-4.300000000000001,0
2025-12-26 16:42:15.139802,9.1,6.2,4.542882100360715,1.6,14.9,4.1,0
2025-12-26 16:42:16.140381,3.3,6.279999999999999,4.477052601879946,1.6,14.9,-5.8,0
2025-12-26 16:42:17.141003,1.8,6.3,4.454211490264018,1.7,14.9,-1.4999999999999998,0
2025-12-26 16:42:18.141527,2.1,6.34,4.409887879653077,1.8,14.9,0.30000000000000004,0
2025-12-26 16:42:19.142493,1.9,6.290000000000001,4.462049852801836,1.8,14.9,-0.20000000000000018,0
2025-12-26 16:42:20.143173,2.1,5.01,3.435581788026915,1.8,10.6,0.20000000000000018,0
2025-12-26 16:42:21.143364,4.1,4.93,3.447720664116768,1.8,10.6,1.9999999999999996,0
2025-12-26 16:42:22.144345,9.7,4.840000000000001,3.291470458287263,1.8,9.7,5.6,0
2025-12-26 16:42:23.144958,4.2,4.33,2.894842156510627,1.8,9.7,-5.499999999999999,0
2025-12-26 16:42:24.145386,2.3,4.06,2.9507814407561765,1.8,9.7,-1.9000000000000004,0
2025-12-26 16:42:25.145678,11.2,4.27,3.3911813739626337,1.8,11.2,8.899999999999999,1
2025-12-26 16:42:26.146231,6.7,4.61,3.4530019145986883,1.8,11.2,-4.499999999999999,0
2025-12-26 16:42:27.147329,3.1,4.739999999999999,3.3586372898013908,1.9,11.2,-3.6,0
2025-12-26 16:42:28.148553,2.9,4.82,3.2977433361483874,1.9,11.2,-0.20000000000000018,0
2025-12-26 16:42:29.148956,1.8,4.81,3.3077182467676995,1.8,11.2,-1.0999999999999999,0
2025-12-26 16:42:30.149534,2.2,4.82,3.298753973514509,1.8,11.2,0.40000000000000013,0
2025-12-26 16:42:31.150248,1.9,4.6,3.423123979317396,1.8,11.2,-0.30000000000000027,0
2025-12-26 16:42:32.150961,2.4,3.8699999999999997,2.9620000750243793,1.8,11.2,0.5,0
2025-12-26 16:42:33.151351,3.5,3.8,2.9616061708321544,1.8,11.2,1.1,0
2025-12-26 16:42:34.151705,3.7,3.9400000000000004,2.9155521680197096,1.8,11.2,0.20000000000000018,0
2025-12-26 16:42:35.152157,5.9,3.41,1.6609568861887303,1.8,6.7,2.2,0
2025-12-26 16:42:36.152487,3.8,3.12,1.2163698268024985,1.8,5.9,-2.1000000000000005,0
2025-12-26 16:42:37.153433,2.0,3.0100000000000002,1.2670613420211467,1.8,5.9,-1.7999999999999998,0
2025-12-26 16:42:38.154093,1.6,2.88,1.3439576712911039,1.6,5.9,-0.3999999999999999,0
2025-12-26 16:42:39.154724,7.2,3.4200000000000004,1.8510057326281317,1.6,7.2,5.6,0
2025-12-26 16:42:40.154834,3.6,3.56,1.8007405883876366,1.6,7.2,-3.6,0
2025-12-26 16:42:41.155151,3.2,3.69,1.7123408279636085,1.6,7.2,-0.3999999999999999,0
2025-12-26 16:42:42.155561,3.7,3.8200000000000003,1.6518003645853907,1.6,7.2,0.5,0
2025-12-26 16:42:43.156186,3.5,3.8200000000000003,1.6518003645853907,1.6,7.2,-0.20000000000000018,0
2025-12-26 16:42:44.156884,3.6,3.81,1.6529098920119922,1.6,7.2,0.10000000000000009,0
2025-12-26 16:42:45.157649,2.6,3.4799999999999995,1.5127605377072832,1.6,7.2,-1.0,0
2025-12-26 16:42:46.158081,4.6,3.56,1.5522027358993147,1.6,7.2,1.9999999999999996,0
2025-12-26 16:42:47.158559,2.2,3.5800000000000005,1.5310127367203659,1.6,7.2,-2.3999999999999995,0
2025-12-26 16:42:48.159041,4.5,3.87,1.3816656614391143,2.2,7.2,2.3,0
2025-12-26 16:42:49.159387,3.9,3.54,0.7456540752922792,2.2,4.6,-0.6000000000000001,0
2025-12-26 16:42:50.160111,2.1,3.3899999999999997,0.8723531395025662,2.1,4.6,-1.7999999999999998,0
2025-12-26 16:42:51.161194,3.3,3.4,0.8705043238133637,2.1,4.6,1.1999999999999997,0
2025-12-26 16:42:52.161680,3.2,3.35,0.8657045942146939,2.1,4.6,-0.09999999999999964,0
2025-12-26 16:42:53.162341,6.5,3.65,1.3226656586017607,2.1,6.5,3.3,0
2025-12-26 16:42:54.162687,4.6,3.75,1.3558515159608437,2.1,6.5,-1.9000000000000004,0
2025-12-26 16:42:55.163677,3.3,3.8200000000000003,1.3070747662029245,2.1,6.5,-1.2999999999999998,0
2025-12-26 16:42:56.164028,5.2,3.8800000000000003,1.3595750970227536,2.1,6.5,1.9000000000000004,0
2025-12-26 16:42:57.164908,4.7,4.13,1.2410121317340526,2.1,6.5,-0.5,0
2025-12-26 16:42:58.165374,4.2,4.1,1.23468394516347,2.1,6.5,-0.5,0
2025-12-26 16:42:59.166127,3.6,4.07,1.243695210965196,2.1,6.5,-0.6000000000000001,0
2025-12-26 16:43:00.166575,5.3,4.39,1.081614020290453,3.2,6.5,1.6999999999999997,0
2025-12-26 16:43:01.167479,4.0,4.46,1.0243697249203148,3.2,6.5,-1.2999999999999998,0
2025-12-26 16:43:02.168622,4.3,4.569999999999999,0.9286190463981031,3.3,6.5,0.2999999999999998,0
2025-12-26 16:43:03.169112,4.9,4.41,0.6573515886579259,3.3,5.3,0.6000000000000005,0
2025-12-26 16:43:04.169607,5.5,4.5,0.7423685817106619,3.3,5.5,0.5999999999999996,0
2025-12-26 16:43:05.170242,4.2,4.59,0.6261877602693143,3.6,5.5,-1.2999999999999998,0
2025-12-26 16:43:06.170628,4.4,4.51,0.5896326540030286,3.6,5.5,0.20000000000000018,0
2025-12-26 16:43:07.171036,4.1,4.45,0.5986094998689223,3.6,5.5,-0.3000000000000007,0
2025-12-26 16:43:08.171325,8.9,4.92,1.518625109176789,3.6,8.9,4.800000000000001,0
2025-12-26 16:43:09.172202,2.7,4.83,1.6282574189059338,2.7,8.9,-6.2,0
2025-12-26 16:43:10.172839,2.2,4.5200000000000005,1.8134068612543721,2.2,8.9,-0.5,0
2025-12-26 16:43:11.174052,1.5,4.2700000000000005,2.0499593491904466,1.5,8.9,-0.7000000000000002,0
2025-12-26 16:43:12.174316,4.5,4.290000000000001,2.0512597755200717,1.5,8.9,3.0,0
2025-12-26 16:43:13.175734,9.9,4.79,2.717617420544039,1.5,9.9,5.4,0
2025-12-26 16:43:14.176975,1.9,4.43,2.8484108629978984,1.5,9.9,-8.0,0
2025-12-26 16:43:15.178309,2.2,4.23,2.9352455888164886,1.5,9.9,0.30000000000000027,0
2025-12-26 16:43:16.178431,3.2,4.11,2.952004968378834,1.5,9.9,1.0,0
2025-12-26 16:43:17.180208,1.7,3.87,3.048879575625553,1.5,9.9,-1.5000000000000002,0
2025-12-26 16:43:18.181097,1.5,3.13,2.549531547384948,1.5,9.9,-0.19999999999999996,0
2025-12-26 16:43:19.181720,1.5,3.0100000000000002,2.5997649466399366,1.5,9.9,0.0,0
2025-12-26 16:43:20.182135,4.8,3.2699999999999996,2.639465434094138,1.5,9.9,3.3,0
2025-12-26 16:43:21.182622,4.5,3.5699999999999994,2.5858804647117313,1.5,9.9,-0.2999999999999998,0
2025-12-26 16:43:22.183121,5.7,3.69,2.6605972595975063,1.5,9.9,1.2000000000000002,0
2025-12-26 16:43:23.183274,5.1,3.21,1.6609568861887278,1.5,5.7,-0.6000000000000005,0
2025-12-26 16:43:24.183465,4.5,3.47,1.6364256441674545,1.5,5.7,-0.5999999999999996,0
2025-12-26 16:43:25.185298,3.9,3.6399999999999997,1.5770577386738547,1.5,5.7,-0.6000000000000001,0
2025-12-26 16:43:26.185967,2.9,3.6100000000000003,1.5891647002260103,1.5,5.7,-1.0,0
2025-12-26 16:43:27.186623,3.0,3.7399999999999998,1.463785047972088,1.5,5.7,0.10000000000000009,0
2025-12-26 16:43:28.187114,2.5,3.84,1.3209424245170078,1.5,5.7,-0.5,0
2025-12-26 16:43:29.187567,4.4,4.13,1.0382142788889361,2.5,5.7,1.9000000000000004,0
2025-12-26 16:43:30.188153,2.7,3.9200000000000004,1.0982814858779169,2.5,5.7,-1.7000000000000002,0
2025-12-26 16:43:31.188615,2.4,3.71,1.173267043581953,2.4,5.7,-0.30000000000000027,0
2025-12-26 16:43:32.189080,2.3,3.37,1.0143963722332496,2.3,5.1,-0.10000000000000009,0
2025-12-26 16:43:33.189552,1.7,3.03,0.9369572502995341,1.7,4.5,-0.5999999999999999,0
2025-12-26 16:43:34.189988,1.5,2.7299999999999995,0.8932462644136059,1.5,4.4,-0.19999999999999996,0
2025-12-26 16:43:35.190485,2.1,2.55,0.8086339647138624,1.5,4.4,0.6000000000000001,0
2025-12-26 16:43:36.191176,2.3,2.49,0.8020113604071908,1.5,4.4,0.19999999999999973,0
2025-12-26 16:43:37.191642,1.9,2.38,0.7997221739801426,1.5,4.4,-0.3999999999999999,0
2025-12-26 16:43:38.192164,2.6,2.39,0.8020113604071902,1.5,4.4,0.7000000000000002,0
2025-12-26 16:43:39.192861,1.9,2.1399999999999997,0.38930136855079683,1.5,2.7,-0.7000000000000002,0
2025-12-26 16:43:40.193096,5.9,2.46,1.2545030003063955,1.5,5.9,4.0,0
2025-12-26 16:43:41.193568,4.3,2.65,1.3818264885449316,1.5,5.9,-1.6000000000000005,0
2025-12-26 16:43:42.193929,3.1,2.73,1.3824696098729239,1.5,5.9,-1.1999999999999997,0
2025-12-26 16:43:43.194432,2.6,2.8200000000000003,1.3364962484878868,1.5,5.9,-0.5,0
2025-12-26 16:43:44.195532,2.7,2.9400000000000004,1.2562731479348734,1.9,5.9,0.10000000000000009,0
2025-12-26 16:43:45.195933,3.3,3.06,1.2240188814810813,1.9,5.9,0.5999999999999996,0
2025-12-26 16:43:46.196324,3.1,3.1399999999999997,1.1946175585144758,1.9,5.9,-0.19999999999999973,0
